metadata,metadata_type,stream,time,tracking_id
"{""face_xyxyn"": [0.5956947207450867, 0.3119639754295349, 0.6130160093307495, 0.34345871210098267], ""gender"": ""Male"", ""gender_conf"": 0.961058497428894, ""age"": ""20-29"", ""age_conf"": 0.39981308579444885, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3979068994522095, ""upper_Body_xyxyn"": [0.5779629945755005, 0.36691340804100037, 0.6191641688346863, 0.4581053555011749], ""lower_Body_xyxyn"": [0.5864648818969727, 0.4581034779548645, 0.6133596301078796, 0.6145337224006653], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",50
"{""face_xyxyn"": [0.5703957676887512, 0.32388582825660706, 0.5880129933357239, 0.3569662570953369], ""gender"": ""Male"", ""gender_conf"": 0.961058497428894, ""age"": ""30-39"", ""age_conf"": 0.4436817467212677, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6595009565353394, ""upper_Body_xyxyn"": [0.5616605281829834, 0.38067296147346497, 0.5980022549629211, 0.4752092659473419], ""lower_Body_xyxyn"": [0.5773908495903015, 0.47396019101142883, 0.604267954826355, 0.6297714114189148], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:38, 22/05/2023",50
"{""face_xyxyn"": [0.42235153913497925, 0.25785210728645325, 0.4468645453453064, 0.2994314432144165], ""gender"": ""Male"", ""gender_conf"": 0.8267430067062378, ""age"": ""20-29"", ""age_conf"": 0.2875989079475403, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.33180320262908936, ""upper_Body_xyxyn"": [0.38085731863975525, 0.3172425627708435, 0.453553706407547, 0.4513149559497833], ""lower_Body_xyxyn"": [0.39744120836257935, 0.44025447964668274, 0.4403829276561737, 0.6449977159500122], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:39, 22/05/2023",50
"{""face_xyxyn"": [0.42235153913497925, 0.25785210728645325, 0.4468645453453064, 0.2994314432144165], ""gender"": ""Male"", ""gender_conf"": 0.8267430067062378, ""age"": ""20-29"", ""age_conf"": 0.2875989079475403, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.33180320262908936, ""upper_Body_xyxyn"": [0.38085731863975525, 0.3172425627708435, 0.453553706407547, 0.4513149559497833], ""lower_Body_xyxyn"": [0.39744120836257935, 0.44025447964668274, 0.4403829276561737, 0.6449977159500122], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:39, 22/05/2023",50
"{""face_xyxyn"": [0.4133129119873047, 0.2613649368286133, 0.43647247552871704, 0.3018825352191925], ""gender"": ""Male"", ""gender_conf"": 0.8984535336494446, ""age"": ""3-9"", ""age_conf"": 0.4232266843318939, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.634391188621521, ""upper_Body_xyxyn"": [0.39369797706604004, 0.3319880962371826, 0.4404313564300537, 0.47518473863601685], ""lower_Body_xyxyn"": [0.35338571667671204, 0.47503751516342163, 0.43075281381607056, 0.6526374220848083], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:39, 22/05/2023",50
"{""face_xyxyn"": [0.4133129119873047, 0.2613649368286133, 0.43647247552871704, 0.3018825352191925], ""gender"": ""Male"", ""gender_conf"": 0.9007020592689514, ""age"": ""3-9"", ""age_conf"": 0.41881614923477173, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.6272485852241516, ""upper_Body_xyxyn"": [0.39369797706604004, 0.3319880962371826, 0.4404313564300537, 0.47518473863601685], ""lower_Body_xyxyn"": [0.35338571667671204, 0.47503751516342163, 0.43075281381607056, 0.6526374220848083], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:39, 22/05/2023",51
"{""face_xyxyn"": [0.23208825290203094, 0.2763673961162567, 0.25146523118019104, 0.3123456835746765], ""gender"": ""Male"", ""gender_conf"": 0.9287230968475342, ""age"": ""30-39"", ""age_conf"": 0.4214651882648468, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.42895132303237915, ""upper_Body_xyxyn"": [0.18969640135765076, 0.33807045221328735, 0.26799649000167847, 0.49026134610176086], ""lower_Body_xyxyn"": [0.1804874688386917, 0.4895170032978058, 0.2478114813566208, 0.6569494009017944], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:40, 22/05/2023",50
"{""face_xyxyn"": [0.23208825290203094, 0.2763673961162567, 0.25146523118019104, 0.3123456835746765], ""gender"": ""Male"", ""gender_conf"": 0.9275782108306885, ""age"": ""30-39"", ""age_conf"": 0.42188021540641785, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.42822131514549255, ""upper_Body_xyxyn"": [0.18969640135765076, 0.33807045221328735, 0.26799649000167847, 0.49026134610176086], ""lower_Body_xyxyn"": [0.1804874688386917, 0.4895170032978058, 0.2478114813566208, 0.6569494009017944], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:40, 22/05/2023",51
"{""face_xyxyn"": [0.23208825290203094, 0.2763673961162567, 0.25146523118019104, 0.3123456835746765], ""gender"": ""Male"", ""gender_conf"": 0.9287230968475342, ""age"": ""30-39"", ""age_conf"": 0.4214651882648468, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.42895132303237915, ""upper_Body_xyxyn"": [0.18969640135765076, 0.33807045221328735, 0.26799649000167847, 0.49026134610176086], ""lower_Body_xyxyn"": [0.1804874688386917, 0.4895170032978058, 0.2478114813566208, 0.6569494009017944], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:40, 22/05/2023",50
"{""face_xyxyn"": [0.23208825290203094, 0.2763673961162567, 0.25146523118019104, 0.3123456835746765], ""gender"": ""Male"", ""gender_conf"": 0.9275782108306885, ""age"": ""30-39"", ""age_conf"": 0.42188021540641785, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.42822131514549255, ""upper_Body_xyxyn"": [0.18969640135765076, 0.33807045221328735, 0.26799649000167847, 0.49026134610176086], ""lower_Body_xyxyn"": [0.1804874688386917, 0.4895170032978058, 0.2478114813566208, 0.6569494009017944], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:40, 22/05/2023",51
"{""face_xyxyn"": [0.1921999752521515, 0.27701205015182495, 0.2165459245443344, 0.32179364562034607], ""gender"": ""Male"", ""gender_conf"": 0.9275782108306885, ""age"": ""30-39"", ""age_conf"": 0.42188021540641785, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.42822131514549255, ""upper_Body_xyxyn"": [0.15887200832366943, 0.3445482850074768, 0.22494414448738098, 0.4852955639362335], ""lower_Body_xyxyn"": [0.14785541594028473, 0.48429179191589355, 0.24269603192806244, 0.6562859416007996], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:40, 22/05/2023",51
"{""face_xyxyn"": [0.1921999752521515, 0.27701205015182495, 0.2165459245443344, 0.32179364562034607], ""gender"": ""unknown"", ""gender_conf"": 0.561801552772522, ""age"": ""20-29"", ""age_conf"": 0.34532254934310913, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3136913776397705, ""upper_Body_xyxyn"": [0.15887200832366943, 0.3445482850074768, 0.22494414448738098, 0.4852955639362335], ""lower_Body_xyxyn"": [0.14785541594028473, 0.48429179191589355, 0.24269603192806244, 0.6562859416007996], ""upper_Body_Color"": ""White"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:40, 22/05/2023",52
"{""face_xyxyn"": [0.17220647633075714, 0.2752124071121216, 0.18717363476753235, 0.3076263964176178], ""gender"": ""Male"", ""gender_conf"": 0.9275782108306885, ""age"": ""30-39"", ""age_conf"": 0.42188021540641785, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4554930031299591, ""upper_Body_xyxyn"": [0.16638065874576569, 0.32393673062324524, 0.2006283700466156, 0.4524085819721222], ""lower_Body_xyxyn"": [0.1732822209596634, 0.45073094964027405, 0.23776943981647491, 0.6376065611839294], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:41, 22/05/2023",51
"{""face_xyxyn"": [0.17220647633075714, 0.2752124071121216, 0.18717363476753235, 0.3076263964176178], ""gender"": ""Male"", ""gender_conf"": 0.8535423278808594, ""age"": ""20-29"", ""age_conf"": 0.34532254934310913, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4563899338245392, ""upper_Body_xyxyn"": [0.16638065874576569, 0.32393673062324524, 0.2006283700466156, 0.4524085819721222], ""lower_Body_xyxyn"": [0.1732822209596634, 0.45073094964027405, 0.23776943981647491, 0.6376065611839294], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:41, 22/05/2023",52
"{""face_xyxyn"": [0.17220647633075714, 0.2752124071121216, 0.18717363476753235, 0.3076263964176178], ""gender"": ""Male"", ""gender_conf"": 0.9275782108306885, ""age"": ""30-39"", ""age_conf"": 0.42188021540641785, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4554930031299591, ""upper_Body_xyxyn"": [0.16638065874576569, 0.32393673062324524, 0.2006283700466156, 0.4524085819721222], ""lower_Body_xyxyn"": [0.1732822209596634, 0.45073094964027405, 0.23776943981647491, 0.6376065611839294], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:41, 22/05/2023",51
"{""face_xyxyn"": [0.17220647633075714, 0.2752124071121216, 0.18717363476753235, 0.3076263964176178], ""gender"": ""Male"", ""gender_conf"": 0.8535423278808594, ""age"": ""20-29"", ""age_conf"": 0.34532254934310913, ""ethnicity"": ""Black"", ""ethnicity_conf"": 0.4563899338245392, ""upper_Body_xyxyn"": [0.16638065874576569, 0.32393673062324524, 0.2006283700466156, 0.4524085819721222], ""lower_Body_xyxyn"": [0.1732822209596634, 0.45073094964027405, 0.23776943981647491, 0.6376065611839294], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:37:41, 22/05/2023",52
"{""face_xyxyn"": [0.2381393015384674, 0.3175974190235138, 0.249529168009758, 0.33912748098373413], ""gender"": ""Male"", ""gender_conf"": 0.6007735729217529, ""age"": ""30-39"", ""age_conf"": 0.3654020428657532, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.5172491669654846, ""upper_Body_xyxyn"": [0.2156701534986496, 0.3636626899242401, 0.25519439578056335, 0.4753786623477936], ""lower_Body_xyxyn"": [0.20241010189056396, 0.4750080108642578, 0.24389396607875824, 0.6491855978965759], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:08, 22/05/2023",52
"{""face_xyxyn"": [0.2381393015384674, 0.3175974190235138, 0.249529168009758, 0.33912748098373413], ""gender"": ""Male"", ""gender_conf"": 0.6007735729217529, ""age"": ""30-39"", ""age_conf"": 0.3654020428657532, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.5172491669654846, ""upper_Body_xyxyn"": [0.2156701534986496, 0.3636626899242401, 0.25519439578056335, 0.4753786623477936], ""lower_Body_xyxyn"": [0.20241010189056396, 0.4750080108642578, 0.24389396607875824, 0.6491855978965759], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:08, 22/05/2023",52
"{""face_xyxyn"": [0.25877466797828674, 0.32603919506073, 0.2756045460700989, 0.35928335785865784], ""gender"": ""Male"", ""gender_conf"": 0.7092328667640686, ""age"": ""30-39"", ""age_conf"": 0.3654020428657532, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.5172491669654846, ""upper_Body_xyxyn"": [0.23734672367572784, 0.385199636220932, 0.2802347242832184, 0.4960327446460724], ""lower_Body_xyxyn"": [0.2115507572889328, 0.4939400851726532, 0.2756654918193817, 0.649692177772522], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:08, 22/05/2023",52
"{""face_xyxyn"": [0.008928571827709675, 0.3729322552680969, 0.03983616083860397, 0.42636120319366455], ""gender"": ""Male"", ""gender_conf"": 0.6254118084907532, ""age"": ""20-29"", ""age_conf"": 0.3270776867866516, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.28577882051467896, ""upper_Body_xyxyn"": [0.07368601858615875, 0.45994195342063904, 0.07368601858615875, 0.45994195342063904], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:17, 22/05/2023",49
"{""face_xyxyn"": [0.008928571827709675, 0.3729322552680969, 0.03983616083860397, 0.42636120319366455], ""gender"": ""Male"", ""gender_conf"": 0.6249108910560608, ""age"": ""20-29"", ""age_conf"": 0.3262206017971039, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.2863759398460388, ""upper_Body_xyxyn"": [0.07368601858615875, 0.45994195342063904, 0.07368601858615875, 0.45994195342063904], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:17, 22/05/2023",51
"{""face_xyxyn"": [0.008928571827709675, 0.3729322552680969, 0.03983616083860397, 0.42636120319366455], ""gender"": ""Male"", ""gender_conf"": 0.6255791187286377, ""age"": ""20-29"", ""age_conf"": 0.3265390992164612, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.28590771555900574, ""upper_Body_xyxyn"": [0.07368601858615875, 0.45994195342063904, 0.07368601858615875, 0.45994195342063904], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:17, 22/05/2023",52
"{""face_xyxyn"": [0.008928571827709675, 0.3729322552680969, 0.03983616083860397, 0.42636120319366455], ""gender"": ""Male"", ""gender_conf"": 0.6254118084907532, ""age"": ""20-29"", ""age_conf"": 0.3270776867866516, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.28577882051467896, ""upper_Body_xyxyn"": [0.07368601858615875, 0.45994195342063904, 0.07368601858615875, 0.45994195342063904], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:17, 22/05/2023",49
"{""face_xyxyn"": [0.008928571827709675, 0.3729322552680969, 0.03983616083860397, 0.42636120319366455], ""gender"": ""Male"", ""gender_conf"": 0.6249108910560608, ""age"": ""20-29"", ""age_conf"": 0.3262206017971039, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.2863759398460388, ""upper_Body_xyxyn"": [0.07368601858615875, 0.45994195342063904, 0.07368601858615875, 0.45994195342063904], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:17, 22/05/2023",51
"{""face_xyxyn"": [0.008928571827709675, 0.3729322552680969, 0.03983616083860397, 0.42636120319366455], ""gender"": ""Male"", ""gender_conf"": 0.6255791187286377, ""age"": ""20-29"", ""age_conf"": 0.3265390992164612, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.28590771555900574, ""upper_Body_xyxyn"": [0.07368601858615875, 0.45994195342063904, 0.07368601858615875, 0.45994195342063904], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:17, 22/05/2023",52
"{""face_xyxyn"": [0.37086984515190125, 0.32256749272346497, 0.3845616281032562, 0.35035115480422974], ""gender"": ""unknown"", ""gender_conf"": 0.5044083595275879, ""age"": ""20-29"", ""age_conf"": 0.34611082077026367, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3709937632083893, ""upper_Body_xyxyn"": [0.37186357378959656, 0.3799658715724945, 0.41510388255119324, 0.4873538911342621], ""lower_Body_xyxyn"": [0.38283571600914, 0.48470863699913025, 0.44376301765441895, 0.6377435326576233], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:21, 22/05/2023",50
"{""face_xyxyn"": [0.37086984515190125, 0.32256749272346497, 0.3845616281032562, 0.35035115480422974], ""gender"": ""unknown"", ""gender_conf"": 0.5044083595275879, ""age"": ""20-29"", ""age_conf"": 0.34611082077026367, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3709937632083893, ""upper_Body_xyxyn"": [0.37186357378959656, 0.3799658715724945, 0.41510388255119324, 0.4873538911342621], ""lower_Body_xyxyn"": [0.38283571600914, 0.48470863699913025, 0.44376301765441895, 0.6377435326576233], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:21, 22/05/2023",50
"{""face_xyxyn"": [0.37086984515190125, 0.32256749272346497, 0.3845616281032562, 0.35035115480422974], ""gender"": ""unknown"", ""gender_conf"": 0.5081090927124023, ""age"": ""20-29"", ""age_conf"": 0.34498825669288635, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.37064340710639954, ""upper_Body_xyxyn"": [0.37186357378959656, 0.3799658715724945, 0.41510388255119324, 0.4873538911342621], ""lower_Body_xyxyn"": [0.38283571600914, 0.48470863699913025, 0.44376301765441895, 0.6377435326576233], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:21, 22/05/2023",52
"{""face_xyxyn"": [0.37086984515190125, 0.32256749272346497, 0.3845616281032562, 0.35035115480422974], ""gender"": ""unknown"", ""gender_conf"": 0.5044083595275879, ""age"": ""20-29"", ""age_conf"": 0.34611082077026367, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3709937632083893, ""upper_Body_xyxyn"": [0.37186357378959656, 0.3799658715724945, 0.41510388255119324, 0.4873538911342621], ""lower_Body_xyxyn"": [0.38283571600914, 0.48470863699913025, 0.44376301765441895, 0.6377435326576233], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:22, 22/05/2023",50
"{""face_xyxyn"": [0.37086984515190125, 0.32256749272346497, 0.3845616281032562, 0.35035115480422974], ""gender"": ""unknown"", ""gender_conf"": 0.5081090927124023, ""age"": ""20-29"", ""age_conf"": 0.34498825669288635, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.37064340710639954, ""upper_Body_xyxyn"": [0.37186357378959656, 0.3799658715724945, 0.41510388255119324, 0.4873538911342621], ""lower_Body_xyxyn"": [0.38283571600914, 0.48470863699913025, 0.44376301765441895, 0.6377435326576233], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:22, 22/05/2023",52
"{""face_xyxyn"": [0.24244078993797302, 0.38548606634140015, 0.2559092342853546, 0.41146209836006165], ""gender"": ""unknown"", ""gender_conf"": 0.5823383331298828, ""age"": ""20-29"", ""age_conf"": 0.2701493799686432, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.21184629201889038, ""upper_Body_xyxyn"": [0.2324206829071045, 0.40223458409309387, 0.2874247431755066, 0.4914303719997406], ""lower_Body_xyxyn"": [0.23607468605041504, 0.4911155700683594, 0.2911239266395569, 0.6216884851455688], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:23, 22/05/2023",50
"{""face_xyxyn"": [0.24244078993797302, 0.38548606634140015, 0.2559092342853546, 0.41146209836006165], ""gender"": ""unknown"", ""gender_conf"": 0.582570493221283, ""age"": ""20-29"", ""age_conf"": 0.2700735628604889, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.21167413890361786, ""upper_Body_xyxyn"": [0.2324206829071045, 0.40223458409309387, 0.2874247431755066, 0.4914303719997406], ""lower_Body_xyxyn"": [0.23607468605041504, 0.4911155700683594, 0.2911239266395569, 0.6216884851455688], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:23, 22/05/2023",52
"{""face_xyxyn"": [0.24244078993797302, 0.38548606634140015, 0.2559092342853546, 0.41146209836006165], ""gender"": ""unknown"", ""gender_conf"": 0.5823383331298828, ""age"": ""20-29"", ""age_conf"": 0.2701493799686432, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.21184629201889038, ""upper_Body_xyxyn"": [0.2324206829071045, 0.40223458409309387, 0.2874247431755066, 0.4914303719997406], ""lower_Body_xyxyn"": [0.23607468605041504, 0.4911155700683594, 0.2911239266395569, 0.6216884851455688], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:23, 22/05/2023",50
"{""face_xyxyn"": [0.24244078993797302, 0.38548606634140015, 0.2559092342853546, 0.41146209836006165], ""gender"": ""unknown"", ""gender_conf"": 0.582570493221283, ""age"": ""20-29"", ""age_conf"": 0.2700735628604889, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.21167413890361786, ""upper_Body_xyxyn"": [0.2324206829071045, 0.40223458409309387, 0.2874247431755066, 0.4914303719997406], ""lower_Body_xyxyn"": [0.23607468605041504, 0.4911155700683594, 0.2911239266395569, 0.6216884851455688], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""Silver""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:23, 22/05/2023",52
"{""face_xyxyn"": [0.008928571827709675, 0.39504560828208923, 0.07013672590255737, 0.4964853823184967], ""gender"": ""Female"", ""gender_conf"": 0.7629736661911011, ""age"": ""20-29"", ""age_conf"": 0.2403297871351242, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.2509281039237976, ""upper_Body_xyxyn"": [0.08117073774337769, 0.5259431600570679, 0.08117073774337769, 0.5259431600570679], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:55, 22/05/2023",60
"{""face_xyxyn"": [0.008928571827709675, 0.39504560828208923, 0.07013672590255737, 0.4964853823184967], ""gender"": ""Female"", ""gender_conf"": 0.7629736661911011, ""age"": ""20-29"", ""age_conf"": 0.2403297871351242, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.2509281039237976, ""upper_Body_xyxyn"": [0.08117073774337769, 0.5259431600570679, 0.08117073774337769, 0.5259431600570679], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:55, 22/05/2023",60
"{""face_xyxyn"": [0.008928571827709675, 0.39504560828208923, 0.07013672590255737, 0.4964853823184967], ""gender"": ""Female"", ""gender_conf"": 0.7629736661911011, ""age"": ""20-29"", ""age_conf"": 0.2403297871351242, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.2509281039237976, ""upper_Body_xyxyn"": [0.08117073774337769, 0.5259431600570679, 0.08117073774337769, 0.5259431600570679], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:55, 22/05/2023",60
"{""face_xyxyn"": [0.008928571827709675, 0.39504560828208923, 0.07013672590255737, 0.4964853823184967], ""gender"": ""Female"", ""gender_conf"": 0.7629315257072449, ""age"": ""20-29"", ""age_conf"": 0.24000155925750732, ""ethnicity"": ""Middle Eastern"", ""ethnicity_conf"": 0.2519138753414154, ""upper_Body_xyxyn"": [0.08117073774337769, 0.5259431600570679, 0.08117073774337769, 0.5259431600570679], ""lower_Body_xyxyn"": [0.0, 0.0, 0.0, 0.0], ""upper_Body_Color"": ""Unknown"", ""lower_Body_Color"": ""Unknown""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:40:55, 22/05/2023",61
"{""face_xyxyn"": [0.20151562988758087, 0.31189030408859253, 0.21743260324001312, 0.3424808382987976], ""gender"": ""Male"", ""gender_conf"": 0.602705180644989, ""age"": ""20-29"", ""age_conf"": 0.4172798693180084, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.3684941232204437, ""upper_Body_xyxyn"": [0.18122024834156036, 0.3603532910346985, 0.20257897675037384, 0.4744906723499298], ""lower_Body_xyxyn"": [0.18122024834156036, 0.4730987250804901, 0.1966008096933365, 0.4744906723499298], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:41:51, 22/05/2023",61
"{""face_xyxyn"": [0.20151562988758087, 0.31189030408859253, 0.21743260324001312, 0.3424808382987976], ""gender"": ""Male"", ""gender_conf"": 0.6019169092178345, ""age"": ""20-29"", ""age_conf"": 0.4183892607688904, ""ethnicity"": ""White"", ""ethnicity_conf"": 0.36616915464401245, ""upper_Body_xyxyn"": [0.18122024834156036, 0.3603532910346985, 0.20257897675037384, 0.4744906723499298], ""lower_Body_xyxyn"": [0.18122024834156036, 0.4730987250804901, 0.1966008096933365, 0.4744906723499298], ""upper_Body_Color"": ""Silver"", ""lower_Body_Color"": ""White""}",person,rtsp://admin:Password123@10.55.124.197:554/Streaming/Channels/101,"17:41:51, 22/05/2023",62
